anchor,positive,negative
"Steel guitar, slide guitar",Banjo,Drum roll
"Steel guitar, slide guitar",Banjo,Bass drum
"Steel guitar, slide guitar",Banjo,Timpani
"Steel guitar, slide guitar",Banjo,Tabla
"Steel guitar, slide guitar",Banjo,Cymbal
"Steel guitar, slide guitar",Banjo,Hi-hat
"Steel guitar, slide guitar",Banjo,Crash cymbal
"Steel guitar, slide guitar",Banjo,Cowbell
"Steel guitar, slide guitar",Banjo,Wood block
"Steel guitar, slide guitar",Banjo,Tambourine
"Steel guitar, slide guitar",Banjo,Rattle (instrument)
"Steel guitar, slide guitar",Banjo,Maraca
"Steel guitar, slide guitar",Banjo,Gong
"Steel guitar, slide guitar",Banjo,Tubular bells
"Steel guitar, slide guitar",Banjo,Mallet percussion
"Steel guitar, slide guitar",Banjo,"Marimba, xylophone"
"Steel guitar, slide guitar",Banjo,Glockenspiel
"Steel guitar, slide guitar",Banjo,Vibraphone
"Steel guitar, slide guitar",Banjo,Steelpan
"Steel guitar, slide guitar",Banjo,Orchestra
"Steel guitar, slide guitar",Banjo,Brass Instrument
"Steel guitar, slide guitar",Banjo,French horn
"Steel guitar, slide guitar",Banjo,Trumpet
"Steel guitar, slide guitar",Banjo,Trombone
"Steel guitar, slide guitar",Banjo,Cornet
"Steel guitar, slide guitar",Banjo,Bugle
"Steel guitar, slide guitar",Banjo,Bowed string instrument
"Steel guitar, slide guitar",Banjo,String section
"Steel guitar, slide guitar",Banjo,"Violin, fiddle"
"Steel guitar, slide guitar",Banjo,Pizzicato
"Steel guitar, slide guitar",Banjo,Cello
"Steel guitar, slide guitar",Banjo,Double bass
"Steel guitar, slide guitar",Banjo,"Wind instrument, woodwind instrument"
"Steel guitar, slide guitar",Banjo,Flute
"Steel guitar, slide guitar",Banjo,Saxophone
"Steel guitar, slide guitar",Banjo,Alto saxophone
"Steel guitar, slide guitar",Banjo,Soprano saxophone
"Steel guitar, slide guitar",Banjo,Clarinet
"Steel guitar, slide guitar",Banjo,Oboe
"Steel guitar, slide guitar",Banjo,Bassoon
"Steel guitar, slide guitar",Banjo,Harp
"Steel guitar, slide guitar",Banjo,Choir
"Steel guitar, slide guitar",Banjo,Bell
"Steel guitar, slide guitar",Banjo,Church bell
"Steel guitar, slide guitar",Banjo,Cowbell
"Steel guitar, slide guitar",Banjo,Jingle bell
"Steel guitar, slide guitar",Banjo,Bicycle bell
"Steel guitar, slide guitar",Banjo,Tuning fork
"Steel guitar, slide guitar",Banjo,Chime
"Steel guitar, slide guitar",Banjo,Wind chime
"Steel guitar, slide guitar",Banjo,Change ringing (campanology)
"Steel guitar, slide guitar",Banjo,Harmonica
"Steel guitar, slide guitar",Banjo,Accordion
"Steel guitar, slide guitar",Banjo,Bagpipes
"Steel guitar, slide guitar",Banjo,Didgeridoo
"Steel guitar, slide guitar",Banjo,Shofar
"Steel guitar, slide guitar",Banjo,Theremin
"Steel guitar, slide guitar",Banjo,Singing bowl
"Steel guitar, slide guitar",Banjo,Musical ensemble
"Steel guitar, slide guitar",Banjo,Bass (instrument role)
"Steel guitar, slide guitar",Banjo,Scratching (performance technique)
"Steel guitar, slide guitar",Sitar,Keyboard (musical)
"Steel guitar, slide guitar",Sitar,Piano
"Steel guitar, slide guitar",Sitar,Electric piano
"Steel guitar, slide guitar",Sitar,Clavinet
"Steel guitar, slide guitar",Sitar,Rhodes piano
"Steel guitar, slide guitar",Sitar,Organ
"Steel guitar, slide guitar",Sitar,Electric organ
"Steel guitar, slide guitar",Sitar,Hammond organ
"Steel guitar, slide guitar",Sitar,Synthesizer
"Steel guitar, slide guitar",Sitar,Sampler
"Steel guitar, slide guitar",Sitar,Mellotron
"Steel guitar, slide guitar",Sitar,Harpsichord
"Steel guitar, slide guitar",Sitar,Percussion
"Steel guitar, slide guitar",Sitar,Drum kit
"Steel guitar, slide guitar",Sitar,Drum machine
"Steel guitar, slide guitar",Sitar,Drum
"Steel guitar, slide guitar",Sitar,Snare drum
"Steel guitar, slide guitar",Sitar,Rimshot
"Steel guitar, slide guitar",Sitar,Drum roll
"Steel guitar, slide guitar",Sitar,Bass drum
"Steel guitar, slide guitar",Sitar,Timpani
"Steel guitar, slide guitar",Sitar,Tabla
"Steel guitar, slide guitar",Sitar,Cymbal
"Steel guitar, slide guitar",Sitar,Hi-hat
"Steel guitar, slide guitar",Sitar,Crash cymbal
"Steel guitar, slide guitar",Sitar,Cowbell
"Steel guitar, slide guitar",Sitar,Wood block
"Steel guitar, slide guitar",Sitar,Tambourine
"Steel guitar, slide guitar",Sitar,Rattle (instrument)
"Steel guitar, slide guitar",Sitar,Maraca
"Steel guitar, slide guitar",Sitar,Gong
"Steel guitar, slide guitar",Sitar,Tubular bells
"Steel guitar, slide guitar",Sitar,Mallet percussion
"Steel guitar, slide guitar",Sitar,"Marimba, xylophone"
"Steel guitar, slide guitar",Sitar,Glockenspiel
"Steel guitar, slide guitar",Sitar,Vibraphone
"Steel guitar, slide guitar",Sitar,Steelpan
"Steel guitar, slide guitar",Sitar,Orchestra
"Steel guitar, slide guitar",Sitar,Brass Instrument
"Steel guitar, slide guitar",Sitar,French horn
"Steel guitar, slide guitar",Sitar,Trumpet
"Steel guitar, slide guitar",Sitar,Trombone
"Steel guitar, slide guitar",Sitar,Cornet
"Steel guitar, slide guitar",Sitar,Bugle
"Steel guitar, slide guitar",Sitar,Bowed string instrument
"Steel guitar, slide guitar",Sitar,String section
"Steel guitar, slide guitar",Sitar,"Violin, fiddle"
"Steel guitar, slide guitar",Sitar,Pizzicato
"Steel guitar, slide guitar",Sitar,Cello
"Steel guitar, slide guitar",Sitar,Double bass
"Steel guitar, slide guitar",Sitar,"Wind instrument, woodwind instrument"
"Steel guitar, slide guitar",Sitar,Flute
"Steel guitar, slide guitar",Sitar,Saxophone
"Steel guitar, slide guitar",Sitar,Alto saxophone
"Steel guitar, slide guitar",Sitar,Soprano saxophone
"Steel guitar, slide guitar",Sitar,Clarinet
"Steel guitar, slide guitar",Sitar,Oboe
"Steel guitar, slide guitar",Sitar,Bassoon
"Steel guitar, slide guitar",Sitar,Harp
"Steel guitar, slide guitar",Sitar,Choir
"Steel guitar, slide guitar",Sitar,Bell
"Steel guitar, slide guitar",Sitar,Church bell
"Steel guitar, slide guitar",Sitar,Cowbell
"Steel guitar, slide guitar",Sitar,Jingle bell
"Steel guitar, slide guitar",Sitar,Bicycle bell
"Steel guitar, slide guitar",Sitar,Tuning fork
"Steel guitar, slide guitar",Sitar,Chime
"Steel guitar, slide guitar",Sitar,Wind chime
"Steel guitar, slide guitar",Sitar,Change ringing (campanology)
"Steel guitar, slide guitar",Sitar,Harmonica
"Steel guitar, slide guitar",Sitar,Accordion
"Steel guitar, slide guitar",Sitar,Bagpipes
"Steel guitar, slide guitar",Sitar,Didgeridoo
"Steel guitar, slide guitar",Sitar,Shofar
"Steel guitar, slide guitar",Sitar,Theremin
"Steel guitar, slide guitar",Sitar,Singing bowl
"Steel guitar, slide guitar",Sitar,Musical ensemble
"Steel guitar, slide guitar",Sitar,Bass (instrument role)
"Steel guitar, slide guitar",Sitar,Scratching (performance technique)
"Steel guitar, slide guitar",Mandolin,Keyboard (musical)
"Steel guitar, slide guitar",Mandolin,Piano
"Steel guitar, slide guitar",Mandolin,Electric piano
"Steel guitar, slide guitar",Mandolin,Clavinet
"Steel guitar, slide guitar",Mandolin,Rhodes piano
"Steel guitar, slide guitar",Mandolin,Organ
"Steel guitar, slide guitar",Mandolin,Electric organ
"Steel guitar, slide guitar",Mandolin,Hammond organ
"Steel guitar, slide guitar",Mandolin,Synthesizer
"Steel guitar, slide guitar",Mandolin,Sampler
"Steel guitar, slide guitar",Mandolin,Mellotron
"Steel guitar, slide guitar",Mandolin,Harpsichord
"Steel guitar, slide guitar",Mandolin,Percussion
"Steel guitar, slide guitar",Mandolin,Drum kit
"Steel guitar, slide guitar",Mandolin,Drum machine
"Steel guitar, slide guitar",Mandolin,Drum
"Steel guitar, slide guitar",Mandolin,Snare drum
"Steel guitar, slide guitar",Mandolin,Rimshot
"Steel guitar, slide guitar",Mandolin,Drum roll
"Steel guitar, slide guitar",Mandolin,Bass drum
"Steel guitar, slide guitar",Mandolin,Timpani
"Steel guitar, slide guitar",Mandolin,Tabla
"Steel guitar, slide guitar",Mandolin,Cymbal
"Steel guitar, slide guitar",Mandolin,Hi-hat
"Steel guitar, slide guitar",Mandolin,Crash cymbal
"Steel guitar, slide guitar",Mandolin,Cowbell
"Steel guitar, slide guitar",Mandolin,Wood block
"Steel guitar, slide guitar",Mandolin,Tambourine
"Steel guitar, slide guitar",Mandolin,Rattle (instrument)
"Steel guitar, slide guitar",Mandolin,Maraca
"Steel guitar, slide guitar",Mandolin,Gong
"Steel guitar, slide guitar",Mandolin,Tubular bells
"Steel guitar, slide guitar",Mandolin,Mallet percussion
"Steel guitar, slide guitar",Mandolin,"Marimba, xylophone"
"Steel guitar, slide guitar",Mandolin,Glockenspiel
"Steel guitar, slide guitar",Mandolin,Vibraphone
"Steel guitar, slide guitar",Mandolin,Steelpan
"Steel guitar, slide guitar",Mandolin,Orchestra
"Steel guitar, slide guitar",Mandolin,Brass Instrument
"Steel guitar, slide guitar",Mandolin,French horn
"Steel guitar, slide guitar",Mandolin,Trumpet
"Steel guitar, slide guitar",Mandolin,Trombone
"Steel guitar, slide guitar",Mandolin,Cornet
"Steel guitar, slide guitar",Mandolin,Bugle
"Steel guitar, slide guitar",Mandolin,Bowed string instrument
"Steel guitar, slide guitar",Mandolin,String section
"Steel guitar, slide guitar",Mandolin,"Violin, fiddle"
"Steel guitar, slide guitar",Mandolin,Pizzicato
"Steel guitar, slide guitar",Mandolin,Cello
"Steel guitar, slide guitar",Mandolin,Double bass
"Steel guitar, slide guitar",Mandolin,"Wind instrument, woodwind instrument"
"Steel guitar, slide guitar",Mandolin,Flute
"Steel guitar, slide guitar",Mandolin,Saxophone
"Steel guitar, slide guitar",Mandolin,Alto saxophone
"Steel guitar, slide guitar",Mandolin,Soprano saxophone
"Steel guitar, slide guitar",Mandolin,Clarinet
"Steel guitar, slide guitar",Mandolin,Oboe
"Steel guitar, slide guitar",Mandolin,Bassoon
"Steel guitar, slide guitar",Mandolin,Harp
"Steel guitar, slide guitar",Mandolin,Choir
"Steel guitar, slide guitar",Mandolin,Bell
"Steel guitar, slide guitar",Mandolin,Church bell
"Steel guitar, slide guitar",Mandolin,Cowbell
"Steel guitar, slide guitar",Mandolin,Jingle bell
"Steel guitar, slide guitar",Mandolin,Bicycle bell
"Steel guitar, slide guitar",Mandolin,Tuning fork
"Steel guitar, slide guitar",Mandolin,Chime
"Steel guitar, slide guitar",Mandolin,Wind chime
"Steel guitar, slide guitar",Mandolin,Change ringing (campanology)
"Steel guitar, slide guitar",Mandolin,Harmonica
"Steel guitar, slide guitar",Mandolin,Accordion
"Steel guitar, slide guitar",Mandolin,Bagpipes
"Steel guitar, slide guitar",Mandolin,Didgeridoo
"Steel guitar, slide guitar",Mandolin,Shofar
"Steel guitar, slide guitar",Mandolin,Theremin
"Steel guitar, slide guitar",Mandolin,Singing bowl
"Steel guitar, slide guitar",Mandolin,Musical ensemble
"Steel guitar, slide guitar",Mandolin,Bass (instrument role)
"Steel guitar, slide guitar",Mandolin,Scratching (performance technique)
"Steel guitar, slide guitar",Zither,Keyboard (musical)
"Steel guitar, slide guitar",Zither,Piano
"Steel guitar, slide guitar",Zither,Electric piano
"Steel guitar, slide guitar",Zither,Clavinet
"Steel guitar, slide guitar",Zither,Rhodes piano
"Steel guitar, slide guitar",Zither,Organ
"Steel guitar, slide guitar",Zither,Electric organ
"Steel guitar, slide guitar",Zither,Hammond organ
"Steel guitar, slide guitar",Zither,Synthesizer
"Steel guitar, slide guitar",Zither,Sampler
"Steel guitar, slide guitar",Zither,Mellotron
"Steel guitar, slide guitar",Zither,Harpsichord
"Steel guitar, slide guitar",Zither,Percussion
"Steel guitar, slide guitar",Zither,Drum kit
"Steel guitar, slide guitar",Zither,Drum machine
"Steel guitar, slide guitar",Zither,Drum
"Steel guitar, slide guitar",Zither,Snare drum
"Steel guitar, slide guitar",Zither,Rimshot
"Steel guitar, slide guitar",Zither,Drum roll
"Steel guitar, slide guitar",Zither,Bass drum
"Steel guitar, slide guitar",Zither,Timpani
"Steel guitar, slide guitar",Zither,Tabla
"Steel guitar, slide guitar",Zither,Cymbal
"Steel guitar, slide guitar",Zither,Hi-hat
"Steel guitar, slide guitar",Zither,Crash cymbal
"Steel guitar, slide guitar",Zither,Cowbell
"Steel guitar, slide guitar",Zither,Wood block
"Steel guitar, slide guitar",Zither,Tambourine
"Steel guitar, slide guitar",Zither,Rattle (instrument)
"Steel guitar, slide guitar",Zither,Maraca
"Steel guitar, slide guitar",Zither,Gong
"Steel guitar, slide guitar",Zither,Tubular bells
"Steel guitar, slide guitar",Zither,Mallet percussion
"Steel guitar, slide guitar",Zither,"Marimba, xylophone"
"Steel guitar, slide guitar",Zither,Glockenspiel
"Steel guitar, slide guitar",Zither,Vibraphone
"Steel guitar, slide guitar",Zither,Steelpan
"Steel guitar, slide guitar",Zither,Orchestra
"Steel guitar, slide guitar",Zither,Brass Instrument
"Steel guitar, slide guitar",Zither,French horn
"Steel guitar, slide guitar",Zither,Trumpet
"Steel guitar, slide guitar",Zither,Trombone
"Steel guitar, slide guitar",Zither,Cornet
"Steel guitar, slide guitar",Zither,Bugle
"Steel guitar, slide guitar",Zither,Bowed string instrument
"Steel guitar, slide guitar",Zither,String section
"Steel guitar, slide guitar",Zither,"Violin, fiddle"
"Steel guitar, slide guitar",Zither,Pizzicato
"Steel guitar, slide guitar",Zither,Cello
"Steel guitar, slide guitar",Zither,Double bass
"Steel guitar, slide guitar",Zither,"Wind instrument, woodwind instrument"
"Steel guitar, slide guitar",Zither,Flute
"Steel guitar, slide guitar",Zither,Saxophone
"Steel guitar, slide guitar",Zither,Alto saxophone
"Steel guitar, slide guitar",Zither,Soprano saxophone
"Steel guitar, slide guitar",Zither,Clarinet
"Steel guitar, slide guitar",Zither,Oboe
"Steel guitar, slide guitar",Zither,Bassoon
"Steel guitar, slide guitar",Zither,Harp
"Steel guitar, slide guitar",Zither,Choir
"Steel guitar, slide guitar",Zither,Bell
"Steel guitar, slide guitar",Zither,Church bell
"Steel guitar, slide guitar",Zither,Cowbell
"Steel guitar, slide guitar",Zither,Jingle bell
"Steel guitar, slide guitar",Zither,Bicycle bell
"Steel guitar, slide guitar",Zither,Tuning fork
"Steel guitar, slide guitar",Zither,Chime
"Steel guitar, slide guitar",Zither,Wind chime
"Steel guitar, slide guitar",Zither,Change ringing (campanology)
"Steel guitar, slide guitar",Zither,Harmonica
"Steel guitar, slide guitar",Zither,Accordion
"Steel guitar, slide guitar",Zither,Bagpipes
"Steel guitar, slide guitar",Zither,Didgeridoo
"Steel guitar, slide guitar",Zither,Shofar
"Steel guitar, slide guitar",Zither,Theremin
"Steel guitar, slide guitar",Zither,Singing bowl
"Steel guitar, slide guitar",Zither,Musical ensemble
"Steel guitar, slide guitar",Zither,Bass (instrument role)
"Steel guitar, slide guitar",Zither,Scratching (performance technique)
"Steel guitar, slide guitar",Ukulele,Keyboard (musical)
"Steel guitar, slide guitar",Ukulele,Piano
"Steel guitar, slide guitar",Ukulele,Electric piano
"Steel guitar, slide guitar",Ukulele,Clavinet
"Steel guitar, slide guitar",Ukulele,Rhodes piano
"Steel guitar, slide guitar",Ukulele,Organ
"Steel guitar, slide guitar",Ukulele,Electric organ
"Steel guitar, slide guitar",Ukulele,Hammond organ
"Steel guitar, slide guitar",Ukulele,Synthesizer
"Steel guitar, slide guitar",Ukulele,Sampler
"Steel guitar, slide guitar",Ukulele,Mellotron
"Steel guitar, slide guitar",Ukulele,Harpsichord
"Steel guitar, slide guitar",Ukulele,Percussion
"Steel guitar, slide guitar",Ukulele,Drum kit
"Steel guitar, slide guitar",Ukulele,Drum machine
"Steel guitar, slide guitar",Ukulele,Drum
"Steel guitar, slide guitar",Ukulele,Snare drum
"Steel guitar, slide guitar",Ukulele,Rimshot
"Steel guitar, slide guitar",Ukulele,Drum roll
"Steel guitar, slide guitar",Ukulele,Bass drum
"Steel guitar, slide guitar",Ukulele,Timpani
"Steel guitar, slide guitar",Ukulele,Tabla
"Steel guitar, slide guitar",Ukulele,Cymbal
"Steel guitar, slide guitar",Ukulele,Hi-hat
"Steel guitar, slide guitar",Ukulele,Crash cymbal
"Steel guitar, slide guitar",Ukulele,Cowbell
"Steel guitar, slide guitar",Ukulele,Wood block
"Steel guitar, slide guitar",Ukulele,Tambourine
"Steel guitar, slide guitar",Ukulele,Rattle (instrument)
"Steel guitar, slide guitar",Ukulele,Maraca
"Steel guitar, slide guitar",Ukulele,Gong
"Steel guitar, slide guitar",Ukulele,Tubular bells
"Steel guitar, slide guitar",Ukulele,Mallet percussion
"Steel guitar, slide guitar",Ukulele,"Marimba, xylophone"
"Steel guitar, slide guitar",Ukulele,Glockenspiel
"Steel guitar, slide guitar",Ukulele,Vibraphone
"Steel guitar, slide guitar",Ukulele,Steelpan
"Steel guitar, slide guitar",Ukulele,Orchestra
"Steel guitar, slide guitar",Ukulele,Brass Instrument
"Steel guitar, slide guitar",Ukulele,French horn
"Steel guitar, slide guitar",Ukulele,Trumpet
"Steel guitar, slide guitar",Ukulele,Trombone
"Steel guitar, slide guitar",Ukulele,Cornet
"Steel guitar, slide guitar",Ukulele,Bugle
"Steel guitar, slide guitar",Ukulele,Bowed string instrument
"Steel guitar, slide guitar",Ukulele,String section
"Steel guitar, slide guitar",Ukulele,"Violin, fiddle"
"Steel guitar, slide guitar",Ukulele,Pizzicato
"Steel guitar, slide guitar",Ukulele,Cello
"Steel guitar, slide guitar",Ukulele,Double bass
"Steel guitar, slide guitar",Ukulele,"Wind instrument, woodwind instrument"
"Steel guitar, slide guitar",Ukulele,Flute
"Steel guitar, slide guitar",Ukulele,Saxophone
"Steel guitar, slide guitar",Ukulele,Alto saxophone
"Steel guitar, slide guitar",Ukulele,Soprano saxophone
"Steel guitar, slide guitar",Ukulele,Clarinet
"Steel guitar, slide guitar",Ukulele,Oboe
"Steel guitar, slide guitar",Ukulele,Bassoon
"Steel guitar, slide guitar",Ukulele,Harp
"Steel guitar, slide guitar",Ukulele,Choir
"Steel guitar, slide guitar",Ukulele,Bell
"Steel guitar, slide guitar",Ukulele,Church bell
"Steel guitar, slide guitar",Ukulele,Cowbell
"Steel guitar, slide guitar",Ukulele,Jingle bell
"Steel guitar, slide guitar",Ukulele,Bicycle bell
"Steel guitar, slide guitar",Ukulele,Tuning fork
"Steel guitar, slide guitar",Ukulele,Chime
"Steel guitar, slide guitar",Ukulele,Wind chime
"Steel guitar, slide guitar",Ukulele,Change ringing (campanology)
"Steel guitar, slide guitar",Ukulele,Harmonica
"Steel guitar, slide guitar",Ukulele,Accordion
"Steel guitar, slide guitar",Ukulele,Bagpipes
"Steel guitar, slide guitar",Ukulele,Didgeridoo
"Steel guitar, slide guitar",Ukulele,Shofar
"Steel guitar, slide guitar",Ukulele,Theremin
"Steel guitar, slide guitar",Ukulele,Singing bowl
"Steel guitar, slide guitar",Ukulele,Musical ensemble
"Steel guitar, slide guitar",Ukulele,Bass (instrument role)
"Steel guitar, slide guitar",Ukulele,Scratching (performance technique)
Strum,Banjo,Keyboard (musical)
Strum,Banjo,Piano
Strum,Banjo,Electric piano
Strum,Banjo,Clavinet
Strum,Banjo,Rhodes piano
Strum,Banjo,Organ
Strum,Banjo,Electric organ
Strum,Banjo,Hammond organ
Strum,Banjo,Synthesizer
Strum,Banjo,Sampler
Strum,Banjo,Mellotron
Strum,Banjo,Harpsichord
Strum,Banjo,Percussion
Strum,Banjo,Drum kit
Strum,Banjo,Drum machine
Strum,Banjo,Drum
Strum,Banjo,Snare drum
Strum,Banjo,Rimshot
Strum,Banjo,Drum roll
Strum,Banjo,Bass drum
Strum,Banjo,Timpani
Strum,Banjo,Tabla
Strum,Banjo,Cymbal
Strum,Banjo,Hi-hat
Strum,Banjo,Crash cymbal
Strum,Banjo,Cowbell
Strum,Banjo,Wood block
Strum,Banjo,Tambourine
Strum,Banjo,Rattle (instrument)
Strum,Banjo,Maraca
Strum,Banjo,Gong
Strum,Banjo,Tubular bells
Strum,Banjo,Mallet percussion
Strum,Banjo,"Marimba, xylophone"
Strum,Banjo,Glockenspiel
Strum,Banjo,Vibraphone
Strum,Banjo,Steelpan
Strum,Banjo,Orchestra
Strum,Banjo,Brass Instrument
Strum,Banjo,French horn
Strum,Banjo,Trumpet
Strum,Banjo,Trombone
Strum,Banjo,Cornet
Strum,Banjo,Bugle
Strum,Banjo,Bowed string instrument
Strum,Banjo,String section
Strum,Banjo,"Violin, fiddle"
Strum,Banjo,Pizzicato
Strum,Banjo,Cello
Strum,Banjo,Double bass
Strum,Banjo,"Wind instrument, woodwind instrument"
Strum,Banjo,Flute
Strum,Banjo,Saxophone
Strum,Banjo,Alto saxophone
Strum,Banjo,Soprano saxophone
Strum,Banjo,Clarinet
Strum,Banjo,Oboe
Strum,Banjo,Bassoon
Strum,Banjo,Harp
Strum,Banjo,Choir
Strum,Banjo,Bell
Strum,Banjo,Church bell
Strum,Banjo,Cowbell
Strum,Banjo,Jingle bell
Strum,Banjo,Bicycle bell
Strum,Banjo,Tuning fork
Strum,Banjo,Chime
Strum,Banjo,Wind chime
Strum,Banjo,Change ringing (campanology)
Strum,Banjo,Harmonica
Strum,Banjo,Accordion
Strum,Banjo,Bagpipes
Strum,Banjo,Didgeridoo
Strum,Banjo,Shofar
Strum,Banjo,Theremin
Strum,Banjo,Singing bowl
Strum,Banjo,Musical ensemble
Strum,Banjo,Bass (instrument role)
Strum,Banjo,Scratching (performance technique)
Strum,Sitar,Keyboard (musical)
Strum,Sitar,Piano
Strum,Sitar,Electric piano
Strum,Sitar,Clavinet
Strum,Sitar,Rhodes piano
Strum,Sitar,Organ
Strum,Sitar,Electric organ
Strum,Sitar,Hammond organ
Strum,Sitar,Synthesizer
Strum,Sitar,Sampler
Strum,Sitar,Mellotron
Strum,Sitar,Harpsichord
Strum,Sitar,Percussion
Strum,Sitar,Drum kit
Strum,Sitar,Drum machine
Strum,Sitar,Drum
Strum,Sitar,Snare drum
Strum,Sitar,Rimshot
Strum,Sitar,Drum roll
Strum,Sitar,Bass drum
Strum,Sitar,Timpani
Strum,Sitar,Tabla
Strum,Sitar,Cymbal
Strum,Sitar,Hi-hat
Strum,Sitar,Crash cymbal
Strum,Sitar,Cowbell
Strum,Sitar,Wood block
Strum,Sitar,Tambourine
Strum,Sitar,Rattle (instrument)
Strum,Sitar,Maraca
Strum,Sitar,Gong
Strum,Sitar,Tubular bells
Strum,Sitar,Mallet percussion
Strum,Sitar,"Marimba, xylophone"
Strum,Sitar,Glockenspiel
Strum,Sitar,Vibraphone
Strum,Sitar,Steelpan
Strum,Sitar,Orchestra
Strum,Sitar,Brass Instrument
Strum,Sitar,French horn
Strum,Sitar,Trumpet
Strum,Sitar,Trombone
Strum,Sitar,Cornet
Strum,Sitar,Bugle
Strum,Sitar,Bowed string instrument
Strum,Sitar,String section
Strum,Sitar,"Violin, fiddle"
Strum,Sitar,Pizzicato
Strum,Sitar,Cello
Strum,Sitar,Double bass
Strum,Sitar,"Wind instrument, woodwind instrument"
Strum,Sitar,Flute
Strum,Sitar,Saxophone
Strum,Sitar,Alto saxophone
Strum,Sitar,Soprano saxophone
Strum,Sitar,Clarinet
Strum,Sitar,Oboe
Strum,Sitar,Bassoon
Strum,Sitar,Harp
Strum,Sitar,Choir
Strum,Sitar,Bell
Strum,Sitar,Church bell
Strum,Sitar,Cowbell
Strum,Sitar,Jingle bell
Strum,Sitar,Bicycle bell
Strum,Sitar,Tuning fork
Strum,Sitar,Chime
Strum,Sitar,Wind chime
Strum,Sitar,Change ringing (campanology)
Strum,Sitar,Harmonica
Strum,Sitar,Accordion
Strum,Sitar,Bagpipes
Strum,Sitar,Didgeridoo
Strum,Sitar,Shofar
Strum,Sitar,Theremin
Strum,Sitar,Singing bowl
Strum,Sitar,Musical ensemble
Strum,Sitar,Bass (instrument role)
Strum,Sitar,Scratching (performance technique)
Strum,Mandolin,Keyboard (musical)
Strum,Mandolin,Piano
Strum,Mandolin,Electric piano
Strum,Mandolin,Clavinet
Strum,Mandolin,Rhodes piano
Strum,Mandolin,Organ
Strum,Mandolin,Electric organ
Strum,Mandolin,Hammond organ
Strum,Mandolin,Synthesizer
Strum,Mandolin,Sampler
Strum,Mandolin,Mellotron
Strum,Mandolin,Harpsichord
Strum,Mandolin,Percussion
Strum,Mandolin,Drum kit
Strum,Mandolin,Drum machine
Strum,Mandolin,Drum
Strum,Mandolin,Snare drum
Strum,Mandolin,Rimshot
Strum,Mandolin,Drum roll
Strum,Mandolin,Bass drum
Strum,Mandolin,Timpani
Strum,Mandolin,Tabla
Strum,Mandolin,Cymbal
Strum,Mandolin,Hi-hat
Strum,Mandolin,Crash cymbal
Strum,Mandolin,Cowbell
Strum,Mandolin,Wood block
Strum,Mandolin,Tambourine
Strum,Mandolin,Rattle (instrument)
Strum,Mandolin,Maraca
Strum,Mandolin,Gong
Strum,Mandolin,Tubular bells
Strum,Mandolin,Mallet percussion
Strum,Mandolin,"Marimba, xylophone"
Strum,Mandolin,Glockenspiel
Strum,Mandolin,Vibraphone
Strum,Mandolin,Steelpan
Strum,Mandolin,Orchestra
Strum,Mandolin,Brass Instrument
Strum,Mandolin,French horn
Strum,Mandolin,Trumpet
Strum,Mandolin,Trombone
Strum,Mandolin,Cornet
Strum,Mandolin,Bugle
Strum,Mandolin,Bowed string instrument
Strum,Mandolin,String section
Strum,Mandolin,"Violin, fiddle"
Strum,Mandolin,Pizzicato
Strum,Mandolin,Cello
Bass guitar,Scratching (performance technique),Piano
Strum,Mandolin,Double bass
Strum,Mandolin,"Wind instrument, woodwind instrument"
Strum,Mandolin,Flute
Strum,Mandolin,Saxophone
Strum,Mandolin,Alto saxophone
Strum,Mandolin,Soprano saxophone
Strum,Mandolin,Clarinet
Strum,Mandolin,Oboe
Strum,Mandolin,Bassoon
Strum,Mandolin,Harp
Strum,Mandolin,Choir
Strum,Mandolin,Bell
Strum,Mandolin,Church bell
Strum,Mandolin,Cowbell
Strum,Mandolin,Jingle bell
Strum,Mandolin,Bicycle bell
Strum,Mandolin,Tuning fork
Strum,Mandolin,Chime
Strum,Mandolin,Wind chime
Strum,Mandolin,Change ringing (campanology)
Strum,Mandolin,Harmonica
Strum,Mandolin,Accordion
Strum,Mandolin,Bagpipes
Strum,Mandolin,Didgeridoo
Strum,Mandolin,Shofar
Strum,Mandolin,Theremin
Strum,Mandolin,Singing bowl
Strum,Mandolin,Musical ensemble
Strum,Mandolin,Bass (instrument role)
Strum,Mandolin,Scratching (performance technique)
Strum,Zither,Keyboard (musical)
Strum,Zither,Piano
Strum,Zither,Electric piano
Strum,Zither,Clavinet
Strum,Zither,Rhodes piano
Strum,Zither,Organ
Strum,Zither,Electric organ
Strum,Zither,Hammond organ
Strum,Zither,Synthesizer
Strum,Zither,Sampler
Strum,Zither,Mellotron
Strum,Zither,Harpsichord
Strum,Zither,Percussion
Strum,Zither,Drum kit
Strum,Zither,Drum machine
Strum,Zither,Drum
Strum,Zither,Snare drum
Strum,Zither,Rimshot
Strum,Zither,Drum roll
Strum,Zither,Bass drum
Strum,Zither,Timpani
Strum,Zither,Tabla
Strum,Zither,Cymbal
Strum,Zither,Hi-hat
Strum,Zither,Crash cymbal
Strum,Zither,Cowbell
Strum,Zither,Wood block
Strum,Zither,Tambourine
Strum,Zither,Rattle (instrument)
Strum,Zither,Maraca
Strum,Zither,Gong
Strum,Zither,Tubular bells
Strum,Zither,Mallet percussion
Strum,Zither,"Marimba, xylophone"
Strum,Zither,Glockenspiel
Strum,Zither,Vibraphone
