anchor,positive,negative
Drum kit,Drum machine,no Drum kit
Drum kit,Drum machine,no Drum machine
Drum kit,Drum roll,no Drum kit
Drum kit,Drum roll,no Drum roll
Drum kit,Flute,no Drum kit
Drum kit,Flute,no Flute
Drum kit,French horn,no Drum kit
Drum kit,French horn,no French horn
Drum kit,Glockenspiel,no Drum kit
Drum kit,Glockenspiel,no Glockenspiel
Drum kit,Gong,no Drum kit
Drum kit,Gong,no Gong
Drum kit,Harmonica,no Drum kit
Drum kit,Harmonica,no Harmonica
Drum kit,Harp,no Drum kit
Drum kit,Harp,no Harp
Drum kit,Hi-hat,no Drum kit
Drum kit,Hi-hat,no Hi-hat
Drum kit,Jingle bell,no Drum kit
Drum kit,Jingle bell,no Jingle bell
Drum kit,Mallet percussion,no Drum kit
Drum kit,Mallet percussion,no Mallet percussion
Drum kit,Maraca,no Drum kit
Drum kit,Maraca,no Maraca
Drum kit,"Marimba, xylophone",no Drum kit
Drum kit,"Marimba, xylophone","no Marimba, xylophone"
Drum kit,Musical ensemble,no Drum kit
Drum kit,Musical ensemble,no Musical ensemble
Drum kit,Oboe,no Drum kit
Drum kit,Oboe,no Oboe
Drum kit,Orchestra,no Drum kit
Drum kit,Orchestra,no Orchestra
Drum kit,Pizzicato,no Drum kit
Drum kit,Pizzicato,no Pizzicato
Drum kit,Rattle (instrument),no Drum kit
Drum kit,Rattle (instrument),no Rattle (instrument)
Drum kit,Rimshot,no Drum kit
Drum kit,Rimshot,no Rimshot
Drum kit,Saxophone,no Drum kit
Drum kit,Saxophone,no Saxophone
Drum kit,Scratching (performance technique),no Drum kit
Drum kit,Scratching (performance technique),no Scratching (performance technique)
Drum kit,Shofar,no Drum kit
Drum kit,Shofar,no Shofar
Drum kit,Singing bowl,no Drum kit
Drum kit,Singing bowl,no Singing bowl
Drum kit,Snare drum,no Drum kit
Drum kit,Snare drum,no Snare drum
Drum kit,Soprano saxophone,no Drum kit
Drum kit,Soprano saxophone,no Soprano saxophone
Drum kit,Steelpan,no Drum kit
Drum kit,Steelpan,no Steelpan
Drum kit,String section,no Drum kit
Drum kit,String section,no String section
Drum kit,Tabla,no Drum kit
Drum kit,Tabla,no Tabla
Drum kit,Tambourine,no Drum kit
Drum kit,Tambourine,no Tambourine
Drum kit,Theremin,no Drum kit
Drum kit,Theremin,no Theremin
Drum kit,Timpani,no Drum kit
Drum kit,Timpani,no Timpani
Drum kit,Trombone,no Drum kit
Drum kit,Trombone,no Trombone
Drum kit,Trumpet,no Drum kit
Drum kit,Trumpet,no Trumpet
Drum kit,Tubular bells,no Drum kit
Drum kit,Tubular bells,no Tubular bells
Drum kit,Tuning fork,no Drum kit
Drum kit,Tuning fork,no Tuning fork
Drum kit,Vibraphone,no Drum kit
Drum kit,Vibraphone,no Vibraphone
Drum kit,"Violin, fiddle",no Drum kit
Drum kit,"Violin, fiddle","no Violin, fiddle"
Drum kit,Wind chime,no Drum kit
Drum kit,Wind chime,no Wind chime
Drum kit,"Wind instrument, woodwind instrument",no Drum kit
Drum kit,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Drum kit,Wood block,no Drum kit
Drum kit,Wood block,no Wood block
Drum machine,Accordion,no Drum machine
Drum machine,Accordion,no Accordion
Drum machine,Alto saxophone,no Drum machine
Drum machine,Alto saxophone,no Alto saxophone
Drum machine,Bagpipes,no Drum machine
Drum machine,Bagpipes,no Bagpipes
Drum machine,Bass (instrument role),no Drum machine
Drum machine,Bass (instrument role),no Bass (instrument role)
Drum machine,Bass drum,no Drum machine
Drum machine,Bass drum,no Bass drum
Drum machine,Bassoon,no Drum machine
Drum machine,Bassoon,no Bassoon
Drum machine,Bell,no Drum machine
Drum machine,Bell,no Bell
Drum machine,Bicycle bell,no Drum machine
Drum machine,Bicycle bell,no Bicycle bell
Drum machine,Bowed string instrument,no Drum machine
Drum machine,Bowed string instrument,no Bowed string instrument
Drum machine,Brass Instrument,no Drum machine
Drum machine,Brass Instrument,no Brass Instrument
Drum machine,Bugle,no Drum machine
Drum machine,Bugle,no Bugle
Drum machine,Cello,no Drum machine
Drum machine,Cello,no Cello
Drum machine,Change ringing (campanology),no Drum machine
Drum machine,Change ringing (campanology),no Change ringing (campanology)
Drum machine,Chime,no Drum machine
Drum machine,Chime,no Chime
Drum machine,Choir,no Drum machine
Drum machine,Choir,no Choir
Drum machine,Church bell,no Drum machine
Drum machine,Church bell,no Church bell
Drum machine,Clarinet,no Drum machine
Drum machine,Clarinet,no Clarinet
Drum machine,Cornet,no Drum machine
Drum machine,Cornet,no Cornet
Drum machine,Cowbell,no Drum machine
Drum machine,Cowbell,no Cowbell
Drum machine,Crash cymbal,no Drum machine
Drum machine,Crash cymbal,no Crash cymbal
Drum machine,Cymbal,no Drum machine
Drum machine,Cymbal,no Cymbal
Drum machine,Didgeridoo,no Drum machine
Drum machine,Didgeridoo,no Didgeridoo
Drum machine,Double bass,no Drum machine
Drum machine,Double bass,no Double bass
Drum machine,Drum,no Drum machine
Drum machine,Drum,no Drum
Drum machine,Drum roll,no Drum machine
Drum machine,Drum roll,no Drum roll
Drum machine,Flute,no Drum machine
Drum machine,Flute,no Flute
Drum machine,French horn,no Drum machine
Drum machine,French horn,no French horn
Drum machine,Glockenspiel,no Drum machine
Drum machine,Glockenspiel,no Glockenspiel
Drum machine,Gong,no Drum machine
Drum machine,Gong,no Gong
Drum machine,Harmonica,no Drum machine
Drum machine,Harmonica,no Harmonica
Drum machine,Harp,no Drum machine
Drum machine,Harp,no Harp
Drum machine,Hi-hat,no Drum machine
Drum machine,Hi-hat,no Hi-hat
Drum machine,Jingle bell,no Drum machine
Drum machine,Jingle bell,no Jingle bell
Drum machine,Mallet percussion,no Drum machine
Drum machine,Mallet percussion,no Mallet percussion
Drum machine,Maraca,no Drum machine
Drum machine,Maraca,no Maraca
Drum machine,"Marimba, xylophone",no Drum machine
Drum machine,"Marimba, xylophone","no Marimba, xylophone"
Drum machine,Musical ensemble,no Drum machine
Drum machine,Musical ensemble,no Musical ensemble
Drum machine,Oboe,no Drum machine
Drum machine,Oboe,no Oboe
Drum machine,Orchestra,no Drum machine
Drum machine,Orchestra,no Orchestra
Drum machine,Pizzicato,no Drum machine
Drum machine,Pizzicato,no Pizzicato
Drum machine,Rattle (instrument),no Drum machine
Drum machine,Rattle (instrument),no Rattle (instrument)
Drum machine,Rimshot,no Drum machine
Drum machine,Rimshot,no Rimshot
Drum machine,Saxophone,no Drum machine
Drum machine,Saxophone,no Saxophone
Drum machine,Scratching (performance technique),no Drum machine
Drum machine,Scratching (performance technique),no Scratching (performance technique)
Drum machine,Shofar,no Drum machine
Drum machine,Shofar,no Shofar
Drum machine,Singing bowl,no Drum machine
Drum machine,Singing bowl,no Singing bowl
Drum machine,Snare drum,no Drum machine
Drum machine,Snare drum,no Snare drum
Drum machine,Soprano saxophone,no Drum machine
Drum machine,Soprano saxophone,no Soprano saxophone
Drum machine,Steelpan,no Drum machine
Drum machine,Steelpan,no Steelpan
Drum machine,String section,no Drum machine
Drum machine,String section,no String section
Drum machine,Tabla,no Drum machine
Drum machine,Tabla,no Tabla
Drum machine,Tambourine,no Drum machine
Drum machine,Tambourine,no Tambourine
Drum machine,Theremin,no Drum machine
Drum machine,Theremin,no Theremin
Drum machine,Timpani,no Drum machine
Drum machine,Timpani,no Timpani
Drum machine,Trombone,no Drum machine
Drum machine,Trombone,no Trombone
Drum machine,Trumpet,no Drum machine
Drum machine,Trumpet,no Trumpet
Drum machine,Tubular bells,no Drum machine
Drum machine,Tubular bells,no Tubular bells
Drum machine,Tuning fork,no Drum machine
Drum machine,Tuning fork,no Tuning fork
Drum machine,Vibraphone,no Drum machine
Drum machine,Vibraphone,no Vibraphone
Drum machine,"Violin, fiddle",no Drum machine
Drum machine,"Violin, fiddle","no Violin, fiddle"
Drum machine,Wind chime,no Drum machine
Drum machine,Wind chime,no Wind chime
Drum machine,"Wind instrument, woodwind instrument",no Drum machine
Drum machine,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Drum machine,Wood block,no Drum machine
Drum machine,Wood block,no Wood block
Drum roll,Accordion,no Drum roll
Drum roll,Accordion,no Accordion
Drum roll,Alto saxophone,no Drum roll
Drum roll,Alto saxophone,no Alto saxophone
Drum roll,Bagpipes,no Drum roll
Drum roll,Bagpipes,no Bagpipes
Drum roll,Bass (instrument role),no Drum roll
Drum roll,Bass (instrument role),no Bass (instrument role)
Drum roll,Bass drum,no Drum roll
Drum roll,Bass drum,no Bass drum
Drum roll,Bassoon,no Drum roll
Drum roll,Bassoon,no Bassoon
Drum roll,Bell,no Drum roll
Drum roll,Bell,no Bell
Drum roll,Bicycle bell,no Drum roll
Drum roll,Bicycle bell,no Bicycle bell
Drum roll,Bowed string instrument,no Drum roll
Drum roll,Bowed string instrument,no Bowed string instrument
Drum roll,Brass Instrument,no Drum roll
Drum roll,Brass Instrument,no Brass Instrument
Drum roll,Bugle,no Drum roll
Drum roll,Bugle,no Bugle
Drum roll,Cello,no Drum roll
Drum roll,Cello,no Cello
Drum roll,Change ringing (campanology),no Drum roll
Drum roll,Change ringing (campanology),no Change ringing (campanology)
Drum roll,Chime,no Drum roll
Drum roll,Chime,no Chime
Drum roll,Choir,no Drum roll
Drum roll,Choir,no Choir
Drum roll,Church bell,no Drum roll
Drum roll,Church bell,no Church bell
Drum roll,Clarinet,no Drum roll
Drum roll,Clarinet,no Clarinet
Drum roll,Cornet,no Drum roll
Drum roll,Cornet,no Cornet
Drum roll,Cowbell,no Drum roll
Drum roll,Cowbell,no Cowbell
Drum roll,Crash cymbal,no Drum roll
Drum roll,Crash cymbal,no Crash cymbal
Drum roll,Cymbal,no Drum roll
Drum roll,Cymbal,no Cymbal
Drum roll,Didgeridoo,no Drum roll
Drum roll,Didgeridoo,no Didgeridoo
Drum roll,Double bass,no Drum roll
Drum roll,Double bass,no Double bass
Drum roll,Flute,no Drum roll
Drum roll,Flute,no Flute
Drum roll,French horn,no Drum roll
Drum roll,French horn,no French horn
Drum roll,Glockenspiel,no Drum roll
Drum roll,Glockenspiel,no Glockenspiel
Drum roll,Gong,no Drum roll
Drum roll,Gong,no Gong
Drum roll,Harmonica,no Drum roll
Drum roll,Harmonica,no Harmonica
Drum roll,Harp,no Drum roll
Drum roll,Harp,no Harp
Drum roll,Hi-hat,no Drum roll
Drum roll,Hi-hat,no Hi-hat
Drum roll,Jingle bell,no Drum roll
Drum roll,Jingle bell,no Jingle bell
Drum roll,Mallet percussion,no Drum roll
Drum roll,Mallet percussion,no Mallet percussion
Drum roll,Maraca,no Drum roll
Drum roll,Maraca,no Maraca
Drum roll,"Marimba, xylophone",no Drum roll
Drum roll,"Marimba, xylophone","no Marimba, xylophone"
Drum roll,Musical ensemble,no Drum roll
Drum roll,Musical ensemble,no Musical ensemble
Drum roll,Oboe,no Drum roll
Drum roll,Oboe,no Oboe
Drum roll,Orchestra,no Drum roll
Drum roll,Orchestra,no Orchestra
Drum roll,Pizzicato,no Drum roll
Drum roll,Pizzicato,no Pizzicato
Drum roll,Rattle (instrument),no Drum roll
Drum roll,Rattle (instrument),no Rattle (instrument)
Drum roll,Saxophone,no Drum roll
Drum roll,Saxophone,no Saxophone
Drum roll,Scratching (performance technique),no Drum roll
Drum roll,Scratching (performance technique),no Scratching (performance technique)
Drum roll,Shofar,no Drum roll
Drum roll,Shofar,no Shofar
Drum roll,Singing bowl,no Drum roll
Drum roll,Singing bowl,no Singing bowl
Drum roll,Soprano saxophone,no Drum roll
Drum roll,Soprano saxophone,no Soprano saxophone
Drum roll,Steelpan,no Drum roll
Drum roll,Steelpan,no Steelpan
Drum roll,String section,no Drum roll
Drum roll,String section,no String section
Drum roll,Tabla,no Drum roll
Drum roll,Tabla,no Tabla
Drum roll,Tambourine,no Drum roll
Drum roll,Tambourine,no Tambourine
Drum roll,Theremin,no Drum roll
Drum roll,Theremin,no Theremin
Drum roll,Timpani,no Drum roll
Drum roll,Timpani,no Timpani
Drum roll,Trombone,no Drum roll
Drum roll,Trombone,no Trombone
Drum roll,Trumpet,no Drum roll
Drum roll,Trumpet,no Trumpet
Drum roll,Tubular bells,no Drum roll
Drum roll,Tubular bells,no Tubular bells
Drum roll,Tuning fork,no Drum roll
Drum roll,Tuning fork,no Tuning fork
Drum roll,Vibraphone,no Drum roll
Drum roll,Vibraphone,no Vibraphone
Drum roll,"Violin, fiddle",no Drum roll
Drum roll,"Violin, fiddle","no Violin, fiddle"
Drum roll,Wind chime,no Drum roll
Drum roll,Wind chime,no Wind chime
Drum roll,"Wind instrument, woodwind instrument",no Drum roll
Drum roll,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Drum roll,Wood block,no Drum roll
Drum roll,Wood block,no Wood block
Electric guitar,Accordion,no Electric guitar
Electric guitar,Accordion,no Accordion
Electric guitar,Acoustic guitar,no Electric guitar
Electric guitar,Acoustic guitar,no Acoustic guitar
Electric guitar,Alto saxophone,no Electric guitar
Electric guitar,Alto saxophone,no Alto saxophone
Electric guitar,Bagpipes,no Electric guitar
Electric guitar,Bagpipes,no Bagpipes
Electric guitar,Banjo,no Electric guitar
Electric guitar,Banjo,no Banjo
Electric guitar,Bass (instrument role),no Electric guitar
Electric guitar,Bass (instrument role),no Bass (instrument role)
Electric guitar,Bass drum,no Electric guitar
Electric guitar,Bass drum,no Bass drum
Electric guitar,Bass guitar,no Electric guitar
Electric guitar,Bass guitar,no Bass guitar
Electric guitar,Bassoon,no Electric guitar
Electric guitar,Bassoon,no Bassoon
Electric guitar,Bell,no Electric guitar
Electric guitar,Bell,no Bell
Electric guitar,Bicycle bell,no Electric guitar
Electric guitar,Bicycle bell,no Bicycle bell
Electric guitar,Bowed string instrument,no Electric guitar
Electric guitar,Bowed string instrument,no Bowed string instrument
Electric guitar,Brass Instrument,no Electric guitar
Electric guitar,Brass Instrument,no Brass Instrument
Electric guitar,Bugle,no Electric guitar
Electric guitar,Bugle,no Bugle
Electric guitar,Cello,no Electric guitar
Electric guitar,Cello,no Cello
Electric guitar,Change ringing (campanology),no Electric guitar
Electric guitar,Change ringing (campanology),no Change ringing (campanology)
Electric guitar,Chime,no Electric guitar
Electric guitar,Chime,no Chime
Electric guitar,Choir,no Electric guitar
Electric guitar,Choir,no Choir
Electric guitar,Church bell,no Electric guitar
Electric guitar,Church bell,no Church bell
Electric guitar,Clarinet,no Electric guitar
Electric guitar,Clarinet,no Clarinet
Electric guitar,Cornet,no Electric guitar
Electric guitar,Cornet,no Cornet
Electric guitar,Cowbell,no Electric guitar
Electric guitar,Cowbell,no Cowbell
Electric guitar,Crash cymbal,no Electric guitar
Electric guitar,Crash cymbal,no Crash cymbal
Electric guitar,Cymbal,no Electric guitar
Electric guitar,Cymbal,no Cymbal
Electric guitar,Didgeridoo,no Electric guitar
Electric guitar,Didgeridoo,no Didgeridoo
Electric guitar,Double bass,no Electric guitar
Electric guitar,Double bass,no Double bass
Electric guitar,Drum,no Electric guitar
Electric guitar,Drum,no Drum
Electric guitar,Drum kit,no Electric guitar
Electric guitar,Drum kit,no Drum kit
Electric guitar,Drum machine,no Electric guitar
Electric guitar,Drum machine,no Drum machine
Electric guitar,Electric organ,no Electric guitar
Electric guitar,Electric organ,no Electric organ
Electric guitar,Electric piano,no Electric guitar
Electric guitar,Electric piano,no Electric piano
Electric guitar,Flute,no Electric guitar
Electric guitar,Flute,no Flute
Electric guitar,French horn,no Electric guitar
Electric guitar,French horn,no French horn
Electric guitar,Glockenspiel,no Electric guitar
Electric guitar,Glockenspiel,no Glockenspiel
Electric guitar,Gong,no Electric guitar
Electric guitar,Gong,no Gong
Electric guitar,Hammond organ,no Electric guitar
Electric guitar,Hammond organ,no Hammond organ
Electric guitar,Harmonica,no Electric guitar
Electric guitar,Harmonica,no Harmonica
Electric guitar,Harp,no Electric guitar
Electric guitar,Harp,no Harp
Electric guitar,Harpsichord,no Electric guitar
Electric guitar,Harpsichord,no Harpsichord
Electric guitar,Hi-hat,no Electric guitar
Electric guitar,Hi-hat,no Hi-hat
Electric guitar,Jingle bell,no Electric guitar
Electric guitar,Jingle bell,no Jingle bell
Electric guitar,Keyboard (musical),no Electric guitar
Electric guitar,Keyboard (musical),no Keyboard (musical)
Electric guitar,Mallet percussion,no Electric guitar
Electric guitar,Mallet percussion,no Mallet percussion
Electric guitar,Mandolin,no Electric guitar
Electric guitar,Mandolin,no Mandolin
Electric guitar,Maraca,no Electric guitar
Electric guitar,Maraca,no Maraca
Electric guitar,"Marimba, xylophone",no Electric guitar
Electric guitar,"Marimba, xylophone","no Marimba, xylophone"
Electric guitar,Mellotron,no Electric guitar
Electric guitar,Mellotron,no Mellotron
Electric guitar,Musical ensemble,no Electric guitar
Electric guitar,Musical ensemble,no Musical ensemble
Electric guitar,Oboe,no Electric guitar
Electric guitar,Oboe,no Oboe
Electric guitar,Orchestra,no Electric guitar
Electric guitar,Orchestra,no Orchestra
Electric guitar,Organ,no Electric guitar
Electric guitar,Organ,no Organ
Electric guitar,Percussion,no Electric guitar
Electric guitar,Percussion,no Percussion
Electric guitar,Piano,no Electric guitar
Electric guitar,Piano,no Piano
Electric guitar,Pizzicato,no Electric guitar
Electric guitar,Pizzicato,no Pizzicato
Electric guitar,Rattle (instrument),no Electric guitar
Electric guitar,Rattle (instrument),no Rattle (instrument)
Electric guitar,Sampler,no Electric guitar
Electric guitar,Sampler,no Sampler
Electric guitar,Saxophone,no Electric guitar
Electric guitar,Saxophone,no Saxophone
Electric guitar,Scratching (performance technique),no Electric guitar
Electric guitar,Scratching (performance technique),no Scratching (performance technique)
Electric guitar,Shofar,no Electric guitar
Electric guitar,Shofar,no Shofar
Electric guitar,Singing bowl,no Electric guitar
Electric guitar,Singing bowl,no Singing bowl
Electric guitar,Sitar,no Electric guitar
Electric guitar,Sitar,no Sitar
Electric guitar,Snare drum,no Electric guitar
Electric guitar,Snare drum,no Snare drum
Electric guitar,Soprano saxophone,no Electric guitar
Electric guitar,Soprano saxophone,no Soprano saxophone
Electric guitar,"Steel guitar, slide guitar",no Electric guitar
Electric guitar,"Steel guitar, slide guitar","no Steel guitar, slide guitar"
Electric guitar,Steelpan,no Electric guitar
Electric guitar,Steelpan,no Steelpan
Electric guitar,String section,no Electric guitar
Electric guitar,String section,no String section
Electric guitar,Strum,no Electric guitar
Electric guitar,Strum,no Strum
Electric guitar,Synthesizer,no Electric guitar
Electric guitar,Synthesizer,no Synthesizer
Electric guitar,Tabla,no Electric guitar
Electric guitar,Tabla,no Tabla
Electric guitar,Tambourine,no Electric guitar
Electric guitar,Tambourine,no Tambourine
Electric guitar,Tapping (guitar technique),no Electric guitar
Electric guitar,Tapping (guitar technique),no Tapping (guitar technique)
Electric guitar,Theremin,no Electric guitar
Electric guitar,Theremin,no Theremin
Electric guitar,Timpani,no Electric guitar
Electric guitar,Timpani,no Timpani
Electric guitar,Trombone,no Electric guitar
Electric guitar,Trombone,no Trombone
Electric guitar,Trumpet,no Electric guitar
Electric guitar,Trumpet,no Trumpet
Electric guitar,Tubular bells,no Electric guitar
Electric guitar,Tubular bells,no Tubular bells
Electric guitar,Tuning fork,no Electric guitar
Electric guitar,Tuning fork,no Tuning fork
Electric guitar,Ukulele,no Electric guitar
Electric guitar,Ukulele,no Ukulele
Electric guitar,Vibraphone,no Electric guitar
Electric guitar,Vibraphone,no Vibraphone
Electric guitar,"Violin, fiddle",no Electric guitar
Electric guitar,"Violin, fiddle","no Violin, fiddle"
Electric guitar,Wind chime,no Electric guitar
Electric guitar,Wind chime,no Wind chime
Electric guitar,"Wind instrument, woodwind instrument",no Electric guitar
Electric guitar,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Electric guitar,Wood block,no Electric guitar
Electric guitar,Wood block,no Wood block
Electric guitar,Zither,no Electric guitar
Electric guitar,Zither,no Zither
Electric organ,Accordion,no Electric organ
Electric organ,Accordion,no Accordion
Electric organ,Alto saxophone,no Electric organ
Electric organ,Alto saxophone,no Alto saxophone
Electric organ,Bagpipes,no Electric organ
Electric organ,Bagpipes,no Bagpipes
Electric organ,Bass (instrument role),no Electric organ
Electric organ,Bass (instrument role),no Bass (instrument role)
Electric organ,Bass drum,no Electric organ
Electric organ,Bass drum,no Bass drum
Electric organ,Bassoon,no Electric organ
Electric organ,Bassoon,no Bassoon
Electric organ,Bell,no Electric organ
Electric organ,Bell,no Bell
Electric organ,Bicycle bell,no Electric organ
Electric organ,Bicycle bell,no Bicycle bell
Electric organ,Bowed string instrument,no Electric organ
Electric organ,Bowed string instrument,no Bowed string instrument
Electric organ,Brass Instrument,no Electric organ
Electric organ,Brass Instrument,no Brass Instrument
Electric organ,Bugle,no Electric organ
Electric organ,Bugle,no Bugle
Electric organ,Cello,no Electric organ
Electric organ,Cello,no Cello
Electric organ,Change ringing (campanology),no Electric organ
Electric organ,Change ringing (campanology),no Change ringing (campanology)
Electric organ,Chime,no Electric organ
Electric organ,Chime,no Chime
Electric organ,Choir,no Electric organ
Electric organ,Choir,no Choir
Electric organ,Church bell,no Electric organ
Electric organ,Church bell,no Church bell
Electric organ,Clarinet,no Electric organ
Electric organ,Clarinet,no Clarinet
Electric organ,Cornet,no Electric organ
Electric organ,Cornet,no Cornet
Electric organ,Cowbell,no Electric organ
Electric organ,Cowbell,no Cowbell
Electric organ,Crash cymbal,no Electric organ
Electric organ,Crash cymbal,no Crash cymbal
Electric organ,Cymbal,no Electric organ
Electric organ,Cymbal,no Cymbal
Electric organ,Didgeridoo,no Electric organ
Electric organ,Didgeridoo,no Didgeridoo
Electric organ,Double bass,no Electric organ
Electric organ,Double bass,no Double bass
Electric organ,Drum,no Electric organ
Electric organ,Drum,no Drum
Electric organ,Drum kit,no Electric organ
Electric organ,Drum kit,no Drum kit
Electric organ,Drum machine,no Electric organ
Electric organ,Drum machine,no Drum machine
Electric organ,Flute,no Electric organ
Electric organ,Flute,no Flute
Electric organ,French horn,no Electric organ
Electric organ,French horn,no French horn
Electric organ,Glockenspiel,no Electric organ
Electric organ,Glockenspiel,no Glockenspiel
Electric organ,Gong,no Electric organ
Electric organ,Gong,no Gong
Electric organ,Hammond organ,no Electric organ
Electric organ,Hammond organ,no Hammond organ
Electric organ,Harmonica,no Electric organ
Electric organ,Harmonica,no Harmonica
Electric organ,Harp,no Electric organ
Electric organ,Harp,no Harp
Electric organ,Harpsichord,no Electric organ
Electric organ,Harpsichord,no Harpsichord
Electric organ,Hi-hat,no Electric organ
Electric organ,Hi-hat,no Hi-hat
Electric organ,Jingle bell,no Electric organ
Electric organ,Jingle bell,no Jingle bell
Electric organ,Mallet percussion,no Electric organ
Electric organ,Mallet percussion,no Mallet percussion
Electric organ,Maraca,no Electric organ
Electric organ,Maraca,no Maraca
Electric organ,"Marimba, xylophone",no Electric organ
Electric organ,"Marimba, xylophone","no Marimba, xylophone"
Electric organ,Mellotron,no Electric organ
Electric organ,Mellotron,no Mellotron
Electric organ,Musical ensemble,no Electric organ
Electric organ,Musical ensemble,no Musical ensemble
Electric organ,Oboe,no Electric organ
Electric organ,Oboe,no Oboe
Electric organ,Orchestra,no Electric organ
Electric organ,Orchestra,no Orchestra
Electric organ,Percussion,no Electric organ
Electric organ,Percussion,no Percussion
Electric organ,Pizzicato,no Electric organ
Electric organ,Pizzicato,no Pizzicato
Electric organ,Rattle (instrument),no Electric organ
Electric organ,Rattle (instrument),no Rattle (instrument)
Electric organ,Sampler,no Electric organ
Electric organ,Sampler,no Sampler
Electric organ,Saxophone,no Electric organ
Electric organ,Saxophone,no Saxophone
Electric organ,Scratching (performance technique),no Electric organ
Electric organ,Scratching (performance technique),no Scratching (performance technique)
Electric organ,Shofar,no Electric organ
Electric organ,Shofar,no Shofar
Electric organ,Singing bowl,no Electric organ
Electric organ,Singing bowl,no Singing bowl
Electric organ,Snare drum,no Electric organ
Electric organ,Snare drum,no Snare drum
Electric organ,Soprano saxophone,no Electric organ
Electric organ,Soprano saxophone,no Soprano saxophone
Electric organ,Steelpan,no Electric organ
Electric organ,Steelpan,no Steelpan
Electric organ,String section,no Electric organ
Electric organ,String section,no String section
Electric organ,Synthesizer,no Electric organ
Electric organ,Synthesizer,no Synthesizer
Electric organ,Tabla,no Electric organ
Electric organ,Tabla,no Tabla
Electric organ,Tambourine,no Electric organ
Electric organ,Tambourine,no Tambourine
Electric organ,Theremin,no Electric organ
Electric organ,Theremin,no Theremin
Electric organ,Timpani,no Electric organ
Electric organ,Timpani,no Timpani
Electric organ,Trombone,no Electric organ
Electric organ,Trombone,no Trombone
Electric organ,Trumpet,no Electric organ
Electric organ,Trumpet,no Trumpet
Electric organ,Tubular bells,no Electric organ
Electric organ,Tubular bells,no Tubular bells
Electric organ,Tuning fork,no Electric organ
Electric organ,Tuning fork,no Tuning fork
Electric organ,Vibraphone,no Electric organ
Electric organ,Vibraphone,no Vibraphone
Electric organ,"Violin, fiddle",no Electric organ
Electric organ,"Violin, fiddle","no Violin, fiddle"
Electric organ,Wind chime,no Electric organ
Electric organ,Wind chime,no Wind chime
Electric organ,"Wind instrument, woodwind instrument",no Electric organ
Electric organ,"Wind instrument, woodwind instrument","no Wind instrument, woodwind instrument"
Electric organ,Wood block,no Electric organ
Electric organ,Wood block,no Wood block
Electric piano,Accordion,no Electric piano
Electric piano,Accordion,no Accordion
Electric piano,Alto saxophone,no Electric piano
Electric piano,Alto saxophone,no Alto saxophone
Electric piano,Bagpipes,no Electric piano
Electric piano,Bagpipes,no Bagpipes
Electric piano,Bass (instrument role),no Electric piano
Electric piano,Bass (instrument role),no Bass (instrument role)
Electric piano,Bass drum,no Electric piano
Electric piano,Bass drum,no Bass drum
Electric piano,Bassoon,no Electric piano
Electric piano,Bassoon,no Bassoon
Electric piano,Bell,no Electric piano
Electric piano,Bell,no Bell
Electric piano,Bicycle bell,no Electric piano
Electric piano,Bicycle bell,no Bicycle bell
Electric piano,Bowed string instrument,no Electric piano
Electric piano,Bowed string instrument,no Bowed string instrument
Electric piano,Brass Instrument,no Electric piano
Electric piano,Brass Instrument,no Brass Instrument
Electric piano,Bugle,no Electric piano
Electric piano,Bugle,no Bugle
Electric piano,Cello,no Electric piano
Electric piano,Cello,no Cello
Electric piano,Change ringing (campanology),no Electric piano
Electric piano,Change ringing (campanology),no Change ringing (campanology)
Electric piano,Chime,no Electric piano
Electric piano,Chime,no Chime
Electric piano,Choir,no Electric piano
Electric piano,Choir,no Choir
Electric piano,Church bell,no Electric piano
Electric piano,Church bell,no Church bell
Electric piano,Clarinet,no Electric piano
Electric piano,Clarinet,no Clarinet
Electric piano,Clavinet,no Electric piano
Electric piano,Clavinet,no Clavinet
Electric piano,Cornet,no Electric piano
Electric piano,Cornet,no Cornet
Electric piano,Cowbell,no Electric piano
Electric piano,Cowbell,no Cowbell
Electric piano,Crash cymbal,no Electric piano
Electric piano,Crash cymbal,no Crash cymbal
Electric piano,Cymbal,no Electric piano
Electric piano,Cymbal,no Cymbal
Electric piano,Didgeridoo,no Electric piano
Electric piano,Didgeridoo,no Didgeridoo
Electric piano,Double bass,no Electric piano
Electric piano,Double bass,no Double bass
Electric piano,Drum,no Electric piano
Electric piano,Drum,no Drum
Electric piano,Drum kit,no Electric piano
Electric piano,Drum kit,no Drum kit
Electric piano,Drum machine,no Electric piano
Electric piano,Drum machine,no Drum machine
Electric piano,Electric organ,no Electric piano
Electric piano,Electric organ,no Electric organ
Electric piano,Flute,no Electric piano
Electric piano,Flute,no Flute
Electric piano,French horn,no Electric piano
Electric piano,French horn,no French horn
Electric piano,Glockenspiel,no Electric piano
Electric piano,Glockenspiel,no Glockenspiel
Electric piano,Gong,no Electric piano
Electric piano,Gong,no Gong
Electric piano,Hammond organ,no Electric piano
Electric piano,Hammond organ,no Hammond organ
Electric piano,Harmonica,no Electric piano
